Cava,Puntuació,id,Municipi,id_cava
Prié PhilippeFrança (champagne),35.98,14324,,2426
Charles MontaineFrança (champagne),35.97,168012,,7277
Goutorbe HenriFrança (champagne),35.96,19319,,1950
Charbaut GuyFrança (champagne),35.96,14505,,1591
"Clément, et FilsFrança (champagne)",35.95,35024,,3919
S. PremiumAustràlia,35.94,58411,,4389
Petillant de RaisinFrança (mousseux),35.94,18995,,1023
Aldahara,35.94,168435,,8622
Langry DidierFrança (champagne),35.89,49782,,2097
"Treis, O.Alemanya",35.77,41170,,4394
Monjoy (M),35.75,165979,Rubí,5421
Gonet - SulcovaFrança (champagne),35.74,31480,,4185
NapoleónFrança (champagne),35.74,16893,,2309
Ridgeview EstateRegne Unit,35.69,64703,,3287
"Vallois, FrançoisFrança (champagne)",35.67,52511,,4028
Castel (groupe)França (mousseux),35.63,160337,,1925
Quinta do SoalheiroPortugal,35.61,123809,,6485
Gaudir - M,35.61,200864,TUI,8297
Castello di GussagoItàlia,35.61,40388,,4373
Atima - E,35.61,82641,Trigueros del Valle,5258
RenaudinFrança (champagne),35.61,8237,,2459
MarguetFrança (champagne),35.59,171449,,2219
Eukeni - (Artomaña),35.53,212932,Artomaña,8331
Delouvin - BagnostFrança (champagne),35.46,23969,,3967
LeuckLuxemburg,35.43,98705,,4319
Cheurlin VveFrança (champagne),35.4,17969,,3692
Grup DiscoteCat,35.37,58213,,7649
Bodegas RobinoArgentina,35.36,17547,,4412
Raor - E,35.36,100681,Mallorca,6365
Castello del PoggioItàlia,35.35,4140,,845
DépitFrança (champagne),35.3,30444,,1758
Fresne - DucretFrança (champagne),35.3,28893,,6072
Pojer & SandriItàlia,35.29,4543,,3436
Haton & FilsFrança (champagne),35.29,141289,,8085
Xaviermor,35.29,37975,Prat de Llobregat,5878
Iron HorseEstats Units d'Amèrica,35.29,5561,,1104
Les iaies,35.29,225559,LA LLACUNA,8376
Bodegas Naranjo - M,35.29,166908,Carrion de Calatrava,7468
Establecimientos JuanicoUruguai,35.29,51480,,4490
San CristoforoItàlia,35.19,29294,,3122
Rebuli angeloItàlia,35.15,106006,,3093
MedotFrança (champagne),35.12,73713,,2248
CharlierFrança (champagne),35.09,40084,,1600
Dall'AstaItàlia,35.09,14962,,2871
PicardFrança (champagne),35.04,20001,,2381
ViniterraArgentina,35.02,33215,,1126
BassiItàlia,34.96,12767,,2733
Da Ponte AndreaItàlia,34.96,44673,,2868
"Delattre, HenriFrança (champagne)",34.96,145337,,1734
Bahia de Rosas,34.96,169159,PERALADA,7712
Fet per Cap de Suro - M,34.96,214899,España,8356
Marevia - E,34.96,212966,REQUENA,8335
BolgradUcraïna,34.96,118920,,6244
Tesori'Itàlia,34.96,9669,,3176
Ronco CalinoItàlia,34.84,36137,,3106
RigoniItàlia,34.84,16114,,3099
Ca' dei FratiItàlia,34.79,107665,,2775
"Cheurlin, RichardFrança (champagne)",34.78,3238,,3693
Vadin - PlateauFrança (champagne),34.78,153467,,2603
Yenda - (Bodegas Sel D'Aiz) - E,34.78,157558,Cantabria,8177
J. Fortuny Fábregas,34.76,230446,Llorenç del Penedès,8777
SalmonFrança (champagne),34.76,17504,,2526
C.A.I.R. RhodesGrècia,34.73,41616,,1311
Mouzon - LerouxFrança (champagne),34.68,122792,,6002
Domaine H. RuppertLuxemburg,34.65,80667,,5218
Louis de VauclercFrança (mousseux),34.63,70083,,5017
BorgoluceItàlia,34.63,75019,,5122
Glissade - M,34.63,234636,-,8838
Az Azienda AgricolaItàlia,34.63,28586,,3401
TrioletFrança (champagne),34.63,8488,,2591
Castell de Baviera,34.59,113256,Mollet del Vallès,6083
"Fagot, MichelFrança (champagne)",34.58,16426,,3971
Tradicionarius,34.57,127530,Barcelona,7461
Baireda,34.57,121910,,8456
Grup MB Cava,34.5,157089,,7400
"Hebrart, Premier CruFrança (champagne)",34.46,103713,,5552
Château d'AvrilleFrança (mousseux),34.42,58982,,940
Scammacca del MurgoItàlia,34.38,18426,,3047
Goutorbe - BouillotFrança (champagne),34.36,31096,,4314
L'HosteFrança (champagne),34.32,55176,,2169
Catena ZapataArgentina,34.31,54740,,4481
DivnomorskoeRússia,34.3,116187,,6451
DurbacherAlemanya,34.3,102631,,5830
Te DeumFrança (mousseux),34.28,141664,,6238
LegrosFrança (champagne),34.26,67196,,2142
Vedova CantineItàlia,34.22,94103,,5571
PierrelFrança (champagne),34.2,3229,,2385
AmbonnayFrança (champagne),34.16,12230,,1380
RobertFrança (champagne),34.14,30547,,3775
Oltrepo' PaveseItàlia,34.13,63724,,4343
Pirules Italianes - Città del VinoItàlia,34.12,65166,,5704
DehoursFrança (champagne),34.11,14845,,1724
Les Roches BlanchesFrança (champagne),34.08,32010,,3525
Castells Vintró (M.),34.0,80098,Bell-Lloc d'Urgell,5182
No CatalogadesFrança (mousseux),33.99,23626,,2682
BrisonFrança (champagne),33.98,20660,,1547
Regalim - M,33.97,213617,SABADELL,8336
Henri Nouel - (M.),33.97,99300,Sant Sadurní d'Anoia,5688
Ramos del Valle,33.97,212314,España,8328
LilbertFrança (champagne),33.97,99538,,2175
CurtilFrança (mousseux),33.96,102175,,4611
"Bergère, AFrança (champagne)",33.95,18156,,5444
Sybarus,33.93,165276,,8614
PloyezFrança (champagne),33.92,107600,,2397
Prevoteau - YannickFrança (champagne),33.9,21588,,2425
Jacquart AndréFrança (champagne),33.84,24627,,4868
"Baron, AlbertFrança (champagne)",33.83,43689,,1428
Moro Az.AgricolaItàlia,33.83,10505,,1825
"Collin, CharlesFrança (champagne)",33.79,11559,,1650
GandonFrança (champagne),33.76,10713,,1901
Marfata,33.76,165450,,8611
Wafflart - AntoniolliFrança (champagne),33.75,32847,,4948
Berthelot - PiotFrança (champagne),33.71,13245,,5443
"Vesselle, AlainFrança (champagne)",33.66,38737,,3805
"Massing, LouisFrança (champagne)",33.66,51834,,2238
Ricci LucaItàlia,33.65,109376,,6379
Bott Geyl (Domaine)França (mousseux),33.63,163204,,7542
"Spagnol, ToniItàlia",33.63,80655,,5634
SateraRússia,33.63,156604,,7416
Lemaire Roger-ConstantFrança (champagne),33.61,8798,,3675
"Anderson, S. VineyardsEstats Units d'Amèrica",33.58,5497,,1083
Caves BorlidoPortugal,33.57,18358,,1338
Amadei CantineItàlia,33.49,12706,,2701
BredasoleItàlia,33.48,64835,,3405
Domi - MoreauFrança (champagne),33.47,8333,,4218
"Lenique, MichelFrança (champagne)",33.45,10524,,2150
Franz Wilh. LangguthAlemanya,33.44,150975,,1203
Jacques YvesFrança (champagne),33.43,21876,,2675
GrandFrança (mousseux),33.37,49149,,988
TirelliItàlia,33.34,60088,,3179
"Delabaye, MauriceFrança (champagne)",33.34,66577,,4891
Opere TrevigianeItàlia,33.33,79197,,852
Goulin - RoualetFrança (champagne),33.33,31059,,1946
Bonet - VarryFrança (champagne),33.33,13525,,1494
Encina Blanca de Alburquerque - E,33.32,218489,ALBURQUERQUE,8359
Lefkadia WineryRússia,33.32,212548,,8077
L. François & CieHongria,33.3,25690,,1316
MontvillersFrança (champagne),33.3,34562,,4055
Edoardo MiroglioBulgària,33.3,89728,,5626
La JaraItàlia,33.24,158869,,7041
"Dumangin, JeanFrança (champagne)",33.24,13059,,3975
"Henry, GeorgesFrança (champagne)",33.22,34610,,3978
GeminItàlia,33.21,111481,,4215
Le CarrosseFrança (champagne),33.2,65662,,5706
"Dumont, DanielFrança (champagne)",33.13,60003,,5453
Messori ErioItàlia,33.13,9614,,3019
Bosco del MerloItàlia,33.13,137173,,6386
JolyFrança (champagne),33.09,19616,,2057
Skyfall,33.09,192812,Castellbisbal,7161
Caves S. JoaoPortugal,33.09,192236,,1344
BonneraveFrança (champagne),33.03,8655,,1498
Lancelot - PienneFrança (champagne),33.0,19108,,3659
"Marniquet, JeanFrança (champagne)",33.0,16695,,5015
SzigetiÀustria,32.98,241176,,1170
BeauchampFrança (champagne),32.97,28339,,1444
GrongnetFrança (champagne),32.97,7255,,1964
Negri VinicolaItàlia,32.97,11504,,3051
Hugot AlainFrança (champagne),32.97,28913,,2026
Macquart - LoretteFrança (champagne),32.9,18549,,2195
BourdeloisFrança (champagne),32.89,9896,,1521
ManceauxFrança (champagne),32.84,34378,,2209
JobartFrança (champagne),32.79,16189,,2054
MilanFrança (champagne),32.78,26566,,2266
Dhondt-GrelletFrança (champagne),32.77,209651,,5426
Quistello Cantina Soc.Itàlia,32.75,115374,,3116
Ciodet SpumantiItàlia,32.74,119619,,6352
"Bérat, J & JacquesFrança (champagne)",32.72,13241,,1456
"Bedel, AlainFrança (champagne)",32.7,10583,,1451
Trontoya,32.69,165687,Calafell,7631
"Bonnet, Père & FilsFrança (champagne)",32.68,13526,,3718
Lycée CrézancyFrança (champagne),32.67,8230,,2192
CumièresFrança (champagne),32.66,104683,,1690
Franquet - LebrunFrança (champagne),32.63,10711,,1883
LallementFrança (champagne),32.63,94441,,5580
Gandolfi GiacomoItàlia,32.61,26776,,2919
Marquis de PomereuilFrança (champagne),32.58,32518,,2225
Leroy-BertinFrança (champagne),32.57,8803,,3528
"Picard, JacquesFrança (champagne)",32.55,80501,,5242
Cremant de BordeauxFrança (mousseux),32.5,33753,,955
Barboglio de GaioncelliItàlia,32.48,34324,,3402
Wolf BlassAustràlia,32.46,62092,,5098
"Legrand, EricFrança (champagne)",32.46,38704,,2139
BreuzonFrança (champagne),32.4,15710,,1542
Vimertou,32.4,26627,,8627
GattaItàlia,32.4,44631,,4305
L'Eixida,32.38,141215,,8540
"Vesselle, JeanFrança (champagne)",32.34,18404,,2639
Doyard - MaheFrança (champagne),32.32,68167,,1799
Chiarlo MicheleItàlia,32.31,2875,,875
Bertolani AlfredoItàlia,32.31,9601,,2751
Mouzon - RiviereFrança (champagne),32.31,18616,,4223
VezzelliItàlia,32.3,6859,,810
CharlemagneFrança (mousseux),32.3,42299,,4249
L'Apical,32.3,189031,-,8076
PirulesCuba,32.3,111823,,7255
Piper SonomaEstats Units d'Amèrica,32.26,18045,,1111
"Seconde, FrançoisFrança (champagne)",32.25,32184,,4738
Petaluma CroserAustràlia,32.18,5225,,1152
"Marx, DenisFrança (champagne)",32.15,32187,,2234
"Delaunay, LouisFrança (champagne)",32.15,131471,,6648
D'Ishern - M,32.14,140207,Castelldefels,7067
Leclère - PointillartFrança (champagne),32.13,21657,,3682
Sagalés,32.11,127318,Mollet del Vallès,6272
Mar Negra.,32.1,172894,,8512
AvizeFrança (champagne),32.08,18550,,1399
"Robert, BernardFrança (champagne)",32.08,110852,,5007
MaillartFrança (champagne),32.08,12131,,2197
"Dangin, PaulFrança (champagne)",31.98,19990,,3962
DauvergneFrança (champagne),31.97,27469,,1702
"Luisa, TenutaItàlia",31.97,136619,,6831
"Bertrand, DenisFrança (champagne)",31.96,71872,,5335
Colli VicentiniItàlia,31.9,117681,,5750
Wiston EstateRegne Unit,31.85,117466,,6447
Cave du Vin BlancItàlia,31.85,100559,,3412
Spagnol Eli e OrazioItàlia,31.85,16154,,3157
Minsk Grape Wines FactoryBielorússia,31.83,159294,,7480
"Rodier, AlainFrança (champagne)",31.74,18530,,3641
Charles de ThouarsFrança (mousseux),31.73,29789,,937
VandièresFrança (champagne),31.72,28290,,2611
Ordorica,31.7,96443,Castelldefels,5611
Mas de la Pansa,31.7,160164,Barberá de la Conca,7573
"Genèriques - ""Horòscops""França (champagne)",31.69,65055,,8979
Copinet JacquesFrança (champagne),31.66,16281,,1662
SoligoItàlia,31.65,110182,,3155
Bortolin GregorioItàlia,31.63,69653,,2762
Methode ChampenoiseFrança (mousseux),31.63,51627,,6231
Domaine de BrizèFrança (mousseux),31.63,37810,,4341
SaronsbergSud-àfrica,31.63,91359,,5526
Venturini BaldiniItàlia,31.62,29601,,3208
MorizeFrança (champagne),31.62,15711,,2290
"Leboeuf, PierreFrança (champagne)",31.59,28168,,3468
Hervideux-DumezFrança (champagne),31.56,16000,,2012
OudinotFrança (champagne),31.53,17621,,2327
"Barnier, RogerFrança (champagne)",31.47,16706,,1427
Angoris TenutaItàlia,31.46,16001,,3165
LenôtreFrança (champagne),31.45,37940,,2152
Villa di CorloItàlia,31.43,28486,,3223
PomponFrança (champagne),31.43,24330,,2405
BilletteFrança (champagne),31.42,18039,,1473
"Billiot, HFrança (champagne)",31.4,65233,,1475
Blasybel,31.4,157143,,8533
"De Forez, GuyFrança (champagne)",31.38,87556,,1716
Pointillart - LeroyFrança (champagne),31.35,28482,,2398
Dautreville Jean-FrançoisFrança (champagne),31.34,9204,,1701
Fallet - DartFrança (champagne),31.31,11646,,1842
Argyle WineryEstats Units d'Amèrica,31.31,5491,,1084
AubriotFrança (champagne),31.3,16628,,3470
Bodega EscorihuelaArgentina,31.3,89118,,4384
VoarickFrança (mousseux),31.3,56190,,4627
"Brun, EdouardFrança (champagne)",31.3,9489,,3781
"Barbier, GossetFrança (champagne)",31.29,39732,,3843
JuilletFrança (champagne),31.29,27545,,2063
LauransFrança (champagne),31.29,8133,,2111
La Viblio,31.29,95469,Barcelona,5596
La Crotta di VigneronItàlia,31.29,37543,,3444
Fernández de Piérola - E,31.29,236677,MOREDA,8843
Pernet - LebrunFrança (champagne),31.27,27685,,3946
Molí d'en Coll - M,31.27,157648,VILAFRANCA DEL PENEDÉS,7460
Golan Heights WineryIsrael,31.21,7314,,1320
Mora Velles,31.21,11695,BARCELONA,3608
BoschendalSud-àfrica,31.19,49652,,1243
"Mouzon, P. et F.França (champagne)",31.12,30371,,2302
Bauser RenéFrança (champagne),31.09,33025,,1442
Ca' di RajoItàlia,31.07,140376,,5179
Legras et HaasFrança (champagne),31.05,22255,,4008
DuhrLuxemburg,30.96,100531,,5624
Thibaut - CharlotFrança (champagne),30.96,24515,,4804
"Figuet, BernardFrança (champagne)",30.95,27720,,1859
GauthrinFrança (champagne),30.95,35915,,1914
"Boulard, RaymondFrança (champagne)",30.95,15973,,3791
Champagne FestivalFrança (champagne),30.95,73641,,5710
1994,30.95,5664,,800
Comte Estruc,30.94,178680,,8507
"Henriot, RaymondFrança (champagne)",30.93,112803,,4942
Pacto de Familia - M,30.84,135212,-,7349
Marchesi de' FrescobaldiItàlia,30.83,44682,,3003
Lacuisse FreresFrança (champagne),30.83,15910,,2079
GruetEstats Units d'Amèrica,30.8,5534,,1100
Ste Michelle DomaineEstats Units d'Amèrica,30.8,9718,,1115
JacopéFrança (champagne),30.78,88251,,2037
"Michel, BrunoFrança (champagne)",30.77,42263,,4245
Forest-MariéFrança (champagne),30.77,9016,,3524
Millstream B.S.Rússia,30.76,157362,,6054
Il CalepinoItàlia,30.73,11373,,2949
Paques et FilsFrança (champagne),30.73,70292,,4512
PelorusNova Zelanda,30.7,7973,,1334
"Révolte, GastonFrança (champagne)",30.69,51063,,2462
Grup Associats ACP Bagà.,30.64,138719,,6788
"Thévenin, ClaudeFrança (champagne)",30.64,12004,,2572
Marx Barbier et FilsFrança (champagne),30.64,37420,,3506
VireyFrança (champagne),30.64,20299,,2656
Vigne MatteItàlia,30.63,44683,,4306
SeagramArgentina,30.62,7435,,1130
VerzyFrança (champagne),30.61,10186,,2638
Domaine du Ry d'ArgentBèlgica,30.61,113358,,6076
Pét-Nat Lía By Nivarius,30.61,229499,NALDA,8486
Herms Cellers,30.61,167819,RIPOLLET,8032
Valle del Angel - E,30.61,198899,CUZCURRITA DE RIO TIRÓN,8271
Mon ClosLuxemburg,30.59,67101,,4839
"Lhopital, YannickFrança (champagne)",30.58,93903,,4066
"Lebrun, PaulFrança (champagne)",30.58,41155,,3509
Jesús Díaz e Hijos - E,30.57,144059,-,7064
VilashRússia,30.54,155557,,6704
Quod libet - M,30.52,128072,-,6540
Vincent - LamoureuxFrança (champagne),30.5,57192,,3810
ChristopheFrança (champagne),30.48,19619,,1628
"Hatté, LudovicFrança (champagne)",30.45,16493,,4564
"Henin, PascalFrança (champagne)",30.4,128025,,4347
"Chopin, JulienFrança (champagne)",30.39,28369,,1625
Bella SarapTurquia,30.38,176072,,7891
MaitreFrança (champagne),30.37,8806,,2202
"Naudé, BernardFrança (champagne)",30.34,53686,,4679
Pierson - CuvelierFrança (champagne),30.33,127081,,6501
"Clouet, BernardFrança (champagne)",30.32,28350,,4789
"De Carlini, Jean - YvesFrança (champagne)",30.31,8250,,1710
MolettoItàlia,30.28,19348,,3029
GobillardFrança (champagne),30.28,27161,,6877
Genèriques - Regions / Les Départements FrançaisFrança (champagne),30.27,147783,,8146
Nicolini EttoreItàlia,30.27,27632,,3054
PisoniItàlia,30.27,44626,,4304
Cottet-DubreuilFrança (champagne),30.27,6469,,3596
Ludica ToItàlia,30.27,15278,,2993
CalvetFrança (mousseux),30.27,145288,,7596
Bodegas Noc - E,30.27,199721,MANZANEQUE,8332
"Godmé, P. et FilsFrança (champagne)",30.27,14615,,6876
Chateau St. JeanEstats Units d'Amèrica,30.26,5441,,1092
Olivier Père et FilsFrança (champagne),30.22,27486,,8052
Delouvin - MoreauFrança (champagne),30.21,50036,,1742
"Pouillon, R. et FilsFrança (champagne)",30.21,17670,,4267
KroneSud-àfrica,30.2,54039,,4580
RogerFrança (champagne),30.14,16652,,2489
Pan'n CollegeFrança (mousseux),30.13,129304,,6594
Collbaix - Celler el Molí - M,30.06,199392,MANRESA,8363
Boutillez - VignonFrança (champagne),30.06,23513,,1527
PersevalFrança (champagne),29.96,27690,,2367
"Jolly, JeanFrança (champagne)",29.95,73203,,4589
Las Seis Copas,29.94,108475,,8530
"Demière, RaymondFrança (champagne)",29.93,9332,,1750
FourmetFrança (champagne),29.93,26240,,1875
Camel ValleyRegne Unit,29.93,54824,,4591
Viña Vilano Think Pink - E,29.93,207470,PEDROSA DE DUERO,8315
CornaletoItàlia,29.93,14949,,2858
Nuce,29.93,101658,-,8187
LetrariItàlia,29.87,82588,,4358
Le Vigne di AliceItàlia,29.8,48582,,4105
Royal CoteauFrança (champagne),29.79,20905,,2510
Janisson - BaradonFrança (champagne),29.79,11636,,3745
Pirules de XinaXina,29.77,104727,,6466
Benard - PitoisFrança (champagne),29.75,16222,,3780
Caves Monte CrastoPortugal,29.75,5309,,1343
Bochet LemoineFrança (champagne),29.72,15968,,1486
FerrariniItàlia,29.72,654,,2901
Autréau - LasnotFrança (champagne),29.67,36250,,1398
PartyfizzFrança (mousseux),29.67,31356,,3613
"Heucq, FrançoisFrança (champagne)",29.64,9810,,3690
Domaine de MayracFrança (mousseux),29.63,66716,,975
StolychnyUcraïna,29.63,85839,,5097
SanfelettoItàlia,29.59,17987,,3132
MoretFrança (champagne),29.59,28293,,2288
PetreFrança (champagne),29.59,11110,,4299
Fora de catàleg,29.59,159440,,4583
Wente BrothersEstats Units d'Amèrica,29.59,9720,,1119
Dioro Baco - E,29.57,105911,Grávalos,5907
Case BiancheItàlia,29.57,14836,,2814
"Harlin, Père et FilsFrança (champagne)",29.54,70074,,5489
AcquesiItàlia,29.5,144924,,5929
"Rafflin, SergeFrança (champagne)",29.5,61880,,2446
FurdynaFrança (champagne),29.5,17067,,1894
BaudryFrança (champagne),29.46,55668,,3820
Bodegas Luis Alegre,29.45,52778,,8615
Jurtschitsch WeingutÀustria,29.44,145161,,7092
BaumardFrança (mousseux),29.44,132097,,907
Horiot Père et FilsFrança (champagne),29.44,10408,,2016
Georg BreuerAlemanya,29.43,59511,,1179
Bertrand (Voigny)França (champagne),29.39,28374,,3735
"Lecomte, Pere & F.França (champagne)",29.38,28994,,2124
Nogent L'AbbesseFrança (champagne),29.37,58981,,6815
Briaux-LeniqueFrança (champagne),29.36,13553,,1543
SanteroItàlia,29.34,124674,,3133
Casa CollerItàlia,29.33,176311,,7636
Abkhazian DrinksGeòrgia,29.33,111734,,6170
De ChasseyFrança (champagne),29.33,29944,,1714
Royer Père & FilsFrança (champagne),29.32,101407,,2512
Leclerc - MondetFrança (champagne),29.3,46862,,3665
Sektthaus St. LaurentiusAlemanya,29.28,43554,,1219
GrieselAlemanya,29.25,167158,,6904
GodbillonFrança (champagne),29.25,26691,,1938
Castel MonrealeItàlia,29.24,14838,,2820
"Dubois, GérardFrança (champagne)",29.24,28202,,5093
LurettaItàlia,29.24,34521,,3997
"Faucheron, ThierryFrança (champagne)",29.24,9012,,1844
Saint Martin de ToursFrança (mousseux),29.24,145191,,7298
BarzenAlemanya,29.24,31967,,3784
DorgevalFrança (champagne),29.24,66691,,4888
TavaccaItàlia,29.24,24845,,3163
Lancelot - RoyerFrança (champagne),29.24,6369,,3660
Goerg PaulFrança (champagne),29.24,137805,,1941
"Pascal, FranckFrança (champagne)",29.22,78418,,4480
"Vilmart, Père et FilsFrança (champagne)",29.21,60701,,3808
"Leclerc, DanielFrança (champagne)",29.2,20627,,3663
"Savart, DanielFrança (champagne)",29.16,118389,,2533
Massif St ThierryFrança (champagne),29.15,56091,,2236
Gyé-sur-SeineFrança (champagne),29.14,26729,,1981
Bianca VignaItàlia,29.12,130711,,3403
Balius,29.12,110982,Mollet del Vallés,6021
Voirin - JumelFrança (champagne),29.11,24282,,3813
MarcatoItàlia,29.1,16831,,3002
"Gardet, CharlesFrança (champagne)",29.1,28950,,7859
Ballancin LinoItàlia,29.09,44689,,2721
Ferrer de Muntpalau,29.07,135432,-,6780
Grup comparteix una copa amb...,29.03,101651,,7119
Bodegas ExtrémeArgentina,29.03,7475,,4798
"Gratiot, GérardFrança (champagne)",29.0,62046,,4800
Bon CourageSud-àfrica,28.97,72431,,4471
